Site,Título,URL,Dia,Mês,bolsonaro,caracteres total,palavras total,caracteres sem nome,palavras sem nome
Folha,Grupo do Ministério Público que investiga Flávio critica recurso de Dodge ao STF,https://www1.folha.uol.com.br/poder/2019/07/grupo-do-ministerio-publico-que-investiga-flavio-critica-recurso-de-dodge-ao-stf.shtml,2019-07-24,2019-07,Não,80,5,74,4
Valor,"PGR recorre de decisão de Toffoli, que beneficiou Flávio Bolsonaro",http://www.valor.com.br/politica/6362533/pgr-recorre-de-decisao-de-toffoli-que-beneficiou-flavio-bolsonaro,2019-07-24,2019-07,Sim,66,3,50,1
O Globo,"‘Por causa do Flávio, estão acabando com o Coaf’, critica Kim Kataguiri",https://epoca.globo.com/guilherme-amado/por-causa-do-flavio-estao-acabando-com-coaf-critica-kim-kataguiri-23831112,2019-07-25,2019-07,Não,71,4,65,3
O Globo,"Quem é Frederick Wassef, o advogado de Flávio Bolsonaro",https://epoca.globo.com/quem-frederick-wassef-advogado-de-flavio-bolsonaro-23831177,2019-07-25,2019-07,Sim,55,4,39,2
O Globo,"Decisão a favor de Flávio no STF fez família Bolsonaro chorar, diz advogado",https://epoca.globo.com/decisao-favor-de-flavio-no-stf-fez-familia-bolsonaro-chorar-diz-advogado-23831697,2019-07-25,2019-07,Sim,75,7,59,5
Valor,Toffoli quer antecipar julgamento que pode livrar Flávio Bolsonaro,http://www.valor.com.br/politica/6365313/toffoli-quer-antecipar-julgamento-que-pode-livrar-flavio-bolsonaro,2019-07-25,2019-07,Sim,66,7,50,5
O Globo,"PF investiga se celulares de Flávio, Eduardo e Carlos foram hackeados",https://epoca.globo.com/guilherme-amado/pf-investiga-se-celulares-de-flavio-eduardo-carlos-foram-hackeados-23833564,2019-07-26,2019-07,Não,69,2,63,1
Folha,"Sem citar Promotoria do Rio, Bolsonaro fala em 'crime' na investigação do caso Flávio",https://www1.folha.uol.com.br/poder/2019/07/sem-citar-promotoria-do-rio-bolsonaro-fala-em-crime-na-investigacao-do-caso-flavio.shtml,2019-07-27,2019-07,Sim,85,3,69,1
Congresso em Foco,"Bolsonaro será bem tratado no Maranhão, garante Flávio Dino",https://congressoemfoco.uol.com.br/eleicoes/bolsonaro-sera-bem-tratado-no-maranhao-garante-flavio-dino/,2019-07-27,2019-07,Sim,59,9,43,7
Valor,Apoio de Flávio e Eduardo sobe aposta em Aras para a PGR,http://www.valor.com.br/politica/6368227/apoio-de-flavio-e-eduardo-sobe-aposta-em-aras-para-pgr,2019-07-29,2019-07,Não,56,5,50,4
Folha,Janaina pede impeachment de Toffoli por decisão que beneficiou Flávio Bolsonaro,https://www1.folha.uol.com.br/poder/2019/07/janaina-pede-impeachment-de-toffoli-por-decisao-que-beneficiou-flavio-bolsonaro.shtml,2019-07-31,2019-07,Sim,79,7,63,5
O Globo,Flávio Bolsonaro desautoriza deputado e critica diretor nomeado para hospital federal,https://oglobo.globo.com/rio/flavio-bolsonaro-desautoriza-deputado-critica-diretor-nomeado-para-hospital-federal-23845465,2019-07-31,2019-07,Sim,85,6,69,4
Folha,"STF enfrenta no 2º semestre agenda bolsonarista e casos de Lula, Moro e Flávio",https://www1.folha.uol.com.br/poder/2019/08/stf-enfrenta-no-2o-semestre-agenda-bolsonarista-e-casos-de-lula-moro-e-flavio.shtml,2019-08-01,2019-08,Não,78,3,72,2
Veja,"Flávio Bolsonaro, as encrencas do Zero Um",https://veja.abril.com.br/podcast/flavio-bolsonaro-as-encrencas-do-zero-um/,2019-08-02,2019-08,Sim,41,6,25,4
O Globo,"Quer fazer um filme pornô, faça com dinheiro privado', diz Flávio Bolsonaro",https://oglobo.globo.com/cultura/quer-fazer-um-filme-porno-faca-com-dinheiro-privado-diz-flavio-bolsonaro-23858561,2019-08-06,2019-08,Sim,75,4,59,2
Valor,Projeto bateu de frente com caso Flávio,http://www.valor.com.br/politica/6378907/projeto-bateu-de-frente-com-caso-flavio,2019-08-06,2019-08,Não,39,7,33,6
Congresso em Foco,Flávio Bolsonaro levará capitalização da Previdência ao Senado,https://congressoemfoco.uol.com.br/economia/flavio-bolsonaro-levara-capitalizacao-da-previdencia-ao-senado/,2019-08-08,2019-08,Sim,62,6,46,4
O Globo,Deputado cita Flávio Bolsonaro e cobra fim de manifestações artísiticas nas barcas,https://oglobo.globo.com/rio/deputado-cita-flavio-bolsonaro-cobra-fim-de-manifestacoes-artisiticas-nas-barcas-23875461,2019-08-13,2019-08,Sim,82,8,66,6
O Globo,Deputado cita Flávio Bolsonaro e cobra fim de manifestações artísticas nas barcas,https://oglobo.globo.com/rio/deputado-cita-flavio-bolsonaro-cobra-fim-de-manifestacoes-artisticas-nas-barcas-23875461,2019-08-13,2019-08,Sim,81,8,65,6
O Globo,Flávio Bolsonaro diz que vai trabalhar por reeleição do pai em 2022,https://oglobo.globo.com/brasil/flavio-bolsonaro-diz-que-vai-trabalhar-por-reeleicao-do-pai-em-2022-23877947,2019-08-14,2019-08,Sim,67,6,51,4
O Globo,MP pede depoimento de Flávio Bolsonaro sobre suspeita de crime eleitoral,https://oglobo.globo.com/brasil/mp-pede-depoimento-de-flavio-bolsonaro-sobre-suspeita-de-crime-eleitoral-23879622,2019-08-15,2019-08,Sim,72,2,56,0
O Globo,Carlos Bolsonaro publica lista de movimentações suspeitas que inclui Flávio Bolsonaro,https://oglobo.globo.com/brasil/carlos-bolsonaro-publica-lista-de-movimentacoes-suspeitas-que-inclui-flavio-bolsonaro-23885715,2019-08-18,2019-08,Sim,85,6,69,4
Folha,Candidato à PGR indicado por Flávio Bolsonaro teve aposentadoria anulada pelo TCU,https://www1.folha.uol.com.br/poder/2019/08/candidato-a-pgr-indicado-por-flavio-bolsonaro-teve-aposentadoria-anulada-pelo-tcu.shtml,2019-08-19,2019-08,Sim,81,9,65,7
Folha,Novo favorito para PGR nega elo com Flávio e critica Lava Jato,https://www1.folha.uol.com.br/poder/2019/08/novo-favorito-para-pgr-nega-elo-com-flavio-e-critica-lava-jato.shtml,2019-08-19,2019-08,Não,62,4,56,3
O Globo,Sucessão na PGR: procuradores reagem a nome indicado por Flávio Bolsonaro,https://oglobo.globo.com/brasil/sucessao-na-pgr-procuradores-reagem-nome-indicado-por-flavio-bolsonaro-23886825,2019-08-19,2019-08,Sim,73,8,57,6
Valor,Associação de favorito para PGR a Flávio Bolsonaro preocupa Planalto,http://www.valor.com.br/politica/6397085/associacao-de-favorito-para-pgr-flavio-bolsonaro-preocupa-planalto,2019-08-19,2019-08,Sim,68,10,52,8
O Globo,Nome indicado por Flávio Bolsonaro para PGR escreveu que democracia é um 'verdadeiro embuste',https://oglobo.globo.com/brasil/nome-indicado-por-flavio-bolsonaro-para-pgr-escreveu-que-democracia-um-verdadeiro-embuste-23888952,2019-08-20,2019-08,Sim,93,4,77,2
O Globo,Nome indicado por Flávio Bolsonaro para PGR classificou democracia como 'verdadeiro embuste',https://oglobo.globo.com/brasil/nome-indicado-por-flavio-bolsonaro-para-pgr-classificou-democracia-como-verdadeiro-embuste-23888952,2019-08-20,2019-08,Sim,92,4,76,2
O Globo,Flávio Bolsonaro celebra atuação policial na Ponte Rio-Niterói: 'Respeitem os cidadãos ordeiros',https://oglobo.globo.com/rio/flavio-bolsonaro-celebra-atuacao-policial-na-ponte-rio-niteroi-respeitem-os-cidadaos-ordeiros-23889127,2019-08-20,2019-08,Sim,96,6,80,4
Valor,Favorito à PGR nega influência de Flávio Bolsonaro,http://www.valor.com.br/politica/6397633/favorito-pgr-nega-influencia-de-flavio-bolsonaro,2019-08-20,2019-08,Sim,50,8,34,6
Folha,Parlamentares e magistrados reagem a tentativa de dissociar novo favorito à PGR de Flavio Bolsonaro,https://painel.blogfolha.uol.com.br/?p=33162,2019-08-20,2019-08,Não,99,13,93,12
Folha,Flávio Bolsonaro diz que não se pode colocar um petista na Procuradoria-Geral,https://www1.folha.uol.com.br/poder/2019/08/flavio-bolsonaro-diz-que-nao-se-pode-colocar-um-petista-na-procuradoria-geral.shtml,2019-08-21,2019-08,Sim,77,6,61,4
O Globo,"Chanceladas por Flávio Bolsonaro, trocas em hospitais federais no Rio geram controvérsia",https://oglobo.globo.com/rio/chanceladas-por-flavio-bolsonaro-trocas-em-hospitais-federais-no-rio-geram-controversia-23891454,2019-08-21,2019-08,Sim,88,11,72,9
O Globo,Candidato de Flávio para PGR tenta se explicar e é criticado por colegas,https://epoca.globo.com/guilherme-amado/candidato-de-flavio-para-pgr-tenta-se-explicar-e-criticado-por-colegas-23892926,2019-08-21,2019-08,Não,72,9,66,8
O Globo,Flávio Bolsonaro elogia mudança no Coaf: 'Blindagem política',https://oglobo.globo.com/brasil/flavio-bolsonaro-elogia-mudanca-no-coaf-blindagem-politica-23893547,2019-08-21,2019-08,Sim,61,6,45,4
O Globo,Flávio Bolsonaro: 'Vai botar um petista na PGR? Óbvio que não',https://oglobo.globo.com/brasil/flavio-bolsonaro-vai-botar-um-petista-na-pgr-obvio-que-nao-23893584,2019-08-21,2019-08,Sim,62,6,46,4
Folha,Candidato de Flavio Bolsonaro à PGR choca STF ao citar apoio de Fux e Toffoli,https://www1.folha.uol.com.br/colunas/monicabergamo/2019/08/candidato-de-flavio-bolsonaro-a-pgr-choca-stf-ao-citar-apoio-de-fux-e-toffoli.shtml,2019-08-21,2019-08,Sim,77,9,61,7
O Globo,Flávio Bolsonaro propõe 'suicídio por policial' para casos como sequestro na Ponte Rio-Niterói,https://oglobo.globo.com/rio/flavio-bolsonaro-propoe-suicidio-por-policial-para-casos-como-sequestro-na-ponte-rio-niteroi-23895034,2019-08-22,2019-08,Sim,94,6,78,4
R7,"Vou botar um petista na PGR?', questiona Flávio</a",https://noticias.r7.com/brasil/vou-botar-um-petista-na-pgr-questiona-flavio-22082019,2019-08-22,2019-08,Não,50,3,44,2
O Globo,Advogado diz que vai contestar confissão de que de Flávio atirou no pastor Anderson,https://oglobo.globo.com/rio/advogado-diz-que-vai-contestar-confissao-de-que-de-flavio-atirou-no-pastor-anderson-23898678,2019-08-23,2019-08,Não,83,8,77,7
O Globo,Desembargador rejeita recurso de Freixo em ação contra Flávio Bolsonaro por danos morais,https://oglobo.globo.com/brasil/desembargador-rejeita-recurso-de-freixo-em-acao-contra-flavio-bolsonaro-por-danos-morais-23911819,2019-08-28,2019-08,Sim,88,13,72,11
O Globo,Bolsonaro diz que Queiroz prestou depoimento por escrito e eximiu Flávio de culpa,https://oglobo.globo.com/brasil/bolsonaro-diz-que-queiroz-prestou-depoimento-por-escrito-eximiu-flavio-de-culpa-23919003,2019-08-31,2019-08,Sim,81,9,65,7
O Globo,Bolsonaro diz que Queiroz eximiu Flávio em depoimento por escrito e o chama de 'nota dez',https://oglobo.globo.com/brasil/bolsonaro-diz-que-queiroz-eximiu-flavio-em-depoimento-por-escrito-o-chama-de-nota-dez-23919003,2019-08-31,2019-08,Sim,89,9,73,7
Veja,"No Senado, Flávio Bolsonaro e mais 11 impõem sigilo a gastos",https://veja.abril.com.br/politica/no-senado-flavio-bolsonaro-e-mais-11-impoem-sigilo-a-gastos/,2019-08-31,2019-08,Sim,60,2,44,0
Valor,"Bolsonaro diz que Queiroz ""é nota dez"" e eximiu Flávio de culpa",http://www.valor.com.br/politica/6416005/bolsonaro-diz-que-queiroz-e-nota-dez-e-eximiu-flavio-de-culpa,2019-08-31,2019-08,Sim,63,9,47,7
O Globo,"‘Cadê o Queiroz’ é invenção da esquerda, diz deputado escolhido por Flavio Bolsonaro para disputar prefeitura do Rio",https://epoca.globo.com/cade-queiroz-invencao-da-esquerda-diz-deputado-escolhido-por-flavio-bolsonaro-para-disputar-prefeitura-do-rio-23919664,2019-08-31,2019-08,Sim,116,5,100,3
R7,"No Senado, Flávio Bolsonaro e mais 11 impõem sigilo a gastos</a",http://noticias.r7.com/brasil/no-senado-flavio-bolsonaro-e-mais-11-impoem-sigilo-a-gastos-31082019,2019-09-01,2019-09,Sim,63,2,47,0
O Globo,"Bolsonaro cria 'situação dramática' ao tentar proteger Flávio, diz ex-procurador da Lava Jato",https://epoca.globo.com/brasil/bolsonaro-cria-situacao-dramatica-ao-tentar-proteger-flavio-diz-ex-procurador-da-lava-jato-23923216,2019-09-03,2019-09,Sim,93,9,77,7
O Globo,Queiroz demitiu ex-mulher de miliciano para blindar Flávio Bolsonaro,https://oglobo.globo.com/brasil/queiroz-demitiu-ex-mulher-de-miliciano-para-blindar-flavio-bolsonaro-23928578,2019-09-05,2019-09,Sim,68,7,52,5
O Globo,"Queiroz demitiu ex-mulher de miliciano para blindar Flávio Bolsonaro, mostram diálogos obtidos pelo MP",https://oglobo.globo.com/brasil/queiroz-demitiu-ex-mulher-de-miliciano-para-blindar-flavio-bolsonaro-mostram-dialogos-obtidos-pelo-mp-23928599,2019-09-05,2019-09,Sim,102,7,86,5
O Globo,Diálogos revelam que Queiroz demitiu ex-mulher de miliciano para blindar Flávio Bolsonaro,https://oglobo.globo.com/brasil/dialogos-revelam-que-queiroz-demitiu-ex-mulher-de-miliciano-para-blindar-flavio-bolsonaro-23928578,2019-09-05,2019-09,Sim,89,8,73,6
O Globo,A proximidade entre os advogados de Flávio Bolsonaro e do miliciano Adriano Nóbrega,https://epoca.globo.com/guilherme-amado/a-proximidade-entre-os-advogados-de-flavio-bolsonaro-do-miliciano-adriano-nobrega-23930117,2019-09-06,2019-09,Sim,83,1,67,-1
Veja,"Exonerado, Queiroz agiu pelo gabinete de Flávio Bolsonaro",https://veja.abril.com.br/politica/exonerado-queiroz-agiu-pelo-gabinete-de-flavio-bolsonaro/,2019-09-06,2019-09,Sim,57,10,41,8
O Globo,"Bolsonaro já está no quarto e de bom humor, diz Flávio no Twitter",https://oglobo.globo.com/brasil/bolsonaro-ja-esta-no-quarto-de-bom-humor-diz-flavio-no-twitter-23935307,2019-09-08,2019-09,Sim,65,9,49,7
Valor,"Bolsonaro já está no quarto e de bom humor, diz Flávio no Twitter",http://www.valor.com.br/politica/6426255/bolsonaro-ja-esta-no-quarto-e-de-bom-humor-diz-flavio-no-twitter,2019-09-08,2019-09,Sim,65,9,49,7
O Globo,Governo e Flávio Bolsonaro são derrotados em CPMI das Fake News,https://oglobo.globo.com/brasil/governo-flavio-bolsonaro-sao-derrotados-em-cpmi-das-fake-news-23939377,2019-09-10,2019-09,Sim,63,7,47,5
Folha,Flávio Bolsonaro sofre pressão de apoiadores nas redes por CPI da Lava Toga,https://hashtag.blogfolha.uol.com.br/?p=9893,2019-09-11,2019-09,Sim,75,6,59,4
O Globo,Flávio Bolsonaro compartilha post do PSL que compara ataques do 11 de setembro a atentado contra o pai,https://oglobo.globo.com/brasil/flavio-bolsonaro-compartilha-post-do-psl-que-compara-ataques-do-11-de-setembro-atentado-contra-pai-23940710,2019-09-11,2019-09,Sim,102,6,86,4
Folha,"Moro de saia', senadora do PSL relata 'grito' de Flávio contra CPI do Judiciário",https://www1.folha.uol.com.br/poder/2019/09/moro-de-saia-senadora-do-psl-relata-grito-de-flavio-contra-cpi-do-judiciario.shtml,2019-09-13,2019-09,Não,80,4,74,3
Folha,"Jamais gritaria ou a trataria mal', diz Flávio Bolsonaro após relato de senadora",https://www1.folha.uol.com.br/poder/2019/09/jamais-gritaria-ou-a-trataria-mal-diz-flavio-bolsonaro-apos-relato-de-senadora.shtml,2019-09-13,2019-09,Sim,80,6,64,4
Congresso em Foco,"Após PL das Teles, Flávio e senadores vão à China em busca de tecnologia",https://congressoemfoco.uol.com.br/legislativo/apos-pl-das-teles-flavio-e-senadores-vao-a-china-em-busca-de-tecnologia/,2019-09-13,2019-09,Não,72,4,66,3
Folha,Flávio Bolsonaro vai à China e deve visitar Huawuei,https://www1.folha.uol.com.br/mercado/2019/09/flavio-bolsonaro-vai-a-china-e-deve-visitar-huawuei.shtml,2019-09-14,2019-09,Sim,51,6,35,4
Valor,Flávio Bolsonaro vai à China e deve visitar Huawei,https://valor.globo.com/politica/noticia/2019/09/14/flvio-bolsonaro-vai-china-e-deve-visitar-huawei.ghtml,2019-09-14,2019-09,Sim,50,6,34,4
Folha,PSL deixa governo Witzel após pedido de Flávio Bolsonaro,https://www1.folha.uol.com.br/poder/2019/09/psl-deixa-governo-witzel-apos-pedido-de-flavio-bolsonaro.shtml,2019-09-16,2019-09,Sim,56,3,40,1
Valor,Olavo de Carvalho ironiza viagem de Flávio Bolsonaro à China,https://valor.globo.com/politica/noticia/2019/09/16/olavo-de-carvalho-ironiza-viagem-de-flavio-bolsonaro-a-china.ghtml,2019-09-16,2019-09,Sim,60,5,44,3
Folha,Ministério Público do RJ pede foro especial para Flávio Bolsonaro no caso Queiroz,https://www1.folha.uol.com.br/poder/2019/09/ministerio-publico-do-rj-pede-foro-especial-para-flavio-bolsonaro-no-caso-queiroz.shtml,2019-09-17,2019-09,Sim,81,10,65,8
O Globo,MP do Rio defende foro especial para Flávio Bolsonaro no caso Queiroz,https://oglobo.globo.com/brasil/mp-do-rio-defende-foro-especial-para-flavio-bolsonaro-no-caso-queiroz-23953763,2019-09-17,2019-09,Sim,69,2,53,0
O Globo,"Além de Flávio Bolsonaro, PSL inclui Eduardo na CPI da Fake News",https://oglobo.globo.com/brasil/alem-de-flavio-bolsonaro-psl-inclui-eduardo-na-cpi-da-fake-news-23953801,2019-09-17,2019-09,Sim,64,4,48,2
O Globo,"Além de Flávio Bolsonaro, PSL inclui Eduardo na CPI das Fake News",https://oglobo.globo.com/brasil/alem-de-flavio-bolsonaro-psl-inclui-eduardo-na-cpi-das-fake-news-23953801,2019-09-17,2019-09,Sim,65,4,49,2
Veja,Deputado faz coro com Major Olímpio sobre saída de Flávio do PSL,https://veja.abril.com.br/politica/deputado-faz-coro-com-major-olimpio-sobre-saida-de-flavio-do-psl/,2019-09-17,2019-09,Não,64,8,58,7
Veja,MP do Rio defende foro especial para Flávio Bolsonaro no caso Queiroz,https://veja.abril.com.br/politica/mp-do-rio-defende-foro-especial-para-flavio-bolsonaro-no-caso-queiroz/,2019-09-17,2019-09,Sim,69,2,53,0
Valor,MP-RJ pede foro especial para Flávio Bolsonaro no caso Queiroz,https://valor.globo.com/politica/noticia/2019/09/17/mp-rj-pede-foro-especial-para-flavio-bolsonaro-no-caso-queiroz.ghtml,2019-09-17,2019-09,Sim,62,5,46,3
O Globo,"Flávio Bolsonaro determina que PSL abandone o governo Witzel, mas desembarque é tímido",https://oglobo.globo.com/rio/flavio-bolsonaro-determina-que-psl-abandone-governo-witzel-mas-desembarque-timido-23955810,2019-09-18,2019-09,Sim,86,6,70,4
O Globo,"Senador Flávio Bolsonaro determina que PSL deixe o governo Witzel, mas desembarque é tímido",https://oglobo.globo.com/rio/senador-flavio-bolsonaro-determina-que-psl-deixe-governo-witzel-mas-desembarque-timido-23955874,2019-09-18,2019-09,Sim,91,7,75,5
O Globo,"Quem ficar no governo Witzel deve se desfiliar do PSL, avisa Flávio Bolsonaro",https://oglobo.globo.com/rio/quem-ficar-no-governo-witzel-deve-se-desfiliar-do-psl-avisa-flavio-bolsonaro-23956136,2019-09-18,2019-09,Sim,77,4,61,2
O Globo,Witzel agradece aliados e não cita partido de Flávio Bolsonaro: 'Valorizo quem cumpre a palavra',https://oglobo.globo.com/rio/witzel-agradece-aliados-nao-cita-partido-de-flavio-bolsonaro-valorizo-quem-cumpre-palavra-23956929,2019-09-18,2019-09,Sim,96,6,80,4
Valor,Flávio Bolsonaro reafirma decisão de abandonar governo Witzel,https://valor.globo.com/politica/noticia/2019/09/18/flavio-bolsonaro-reafirma-decisao-de-abandonar-governo-witzel.ghtml,2019-09-18,2019-09,Sim,61,6,45,4
Congresso em Foco,"“Que se dane se é filho do presidente”, diz Major Olimpio sobre Flávio",https://congressoemfoco.uol.com.br/especial/noticias/que-se-dane-se-e-filho-do-presidente-diz-major-olimpio-sobre-flavio/,2019-09-18,2019-09,Não,70,4,64,3
O Globo,Vice-líder do PSL na Câmara critica ordem de Flávio Bolsonaro para partido deixar governo Witzel,https://oglobo.globo.com/rio/vice-lider-do-psl-na-camara-critica-ordem-de-flavio-bolsonaro-para-partido-deixar-governo-witzel-23957905,2019-09-19,2019-09,Sim,96,10,80,8
O Globo,Ordem de Flávio Bolsonaro para partido deixar governo Witzel é criticada por vice-líder do PSL na Câmara,https://oglobo.globo.com/rio/ordem-de-flavio-bolsonaro-para-partido-deixar-governo-witzel-criticada-por-vice-lider-do-psl-na-camara-23958087,2019-09-19,2019-09,Sim,104,5,88,3
O Globo,Witzel diz que não teve 'direito de defesa' na crise com e Flávio Bolsonaro e acena para quem deixar o PSL,https://oglobo.globo.com/rio/witzel-diz-que-nao-teve-direito-de-defesa-na-crise-com-flavio-bolsonaro-acena-para-quem-deixar-psl-23958881,2019-09-19,2019-09,Sim,106,6,90,4
O Globo,Duelo entre Witzel e Flávio Bolsonaro ameaça estabilidade financeira do Rio,https://oglobo.globo.com/rio/duelo-entre-witzel-flavio-bolsonaro-ameaca-estabilidade-financeira-do-rio-23959481,2019-09-19,2019-09,Sim,75,5,59,3
O Globo,"Depois de rompimento, Witzel e Flávio Bolsonaro buscam por ampliação da base com prefeitos",https://oglobo.globo.com/rio/depois-de-rompimento-witzel-flavio-bolsonaro-buscam-por-ampliacao-da-base-com-prefeitos-23961163,2019-09-20,2019-09,Sim,90,6,74,4
O Globo,"Já tivemos um Garotinho. Tudo o que a gente não quer agora é um garotão', diz Crivella sobre Witzel após ruptura com Flávio Bolsonaro",https://oglobo.globo.com/rio/ja-tivemos-um-garotinho-tudo-que-gente-nao-quer-agora-um-garotao-diz-crivella-sobre-witzel-apos-ruptura-com-flavio-bolsonaro-23962129,2019-09-20,2019-09,Sim,133,2,117,0
O Globo,Flávio Bolsonaro recorre outra vez ao STF para suspender atos de investigação,https://oglobo.globo.com/brasil/flavio-bolsonaro-recorre-outra-vez-ao-stf-para-suspender-atos-de-investigacao-23963116,2019-09-20,2019-09,Sim,77,6,61,4
Congresso em Foco,Flávio Arns se filiará ao Podemos e sigla chega a 12 senadores; MDB tem 13,https://congressoemfoco.uol.com.br/legislativo/flavio-arns-se-filiara-ao-podemos-e-sigla-chega-a-12-senadores-mdb-tem-13/,2019-09-20,2019-09,Não,74,6,68,5
Folha,"Fora da agenda, advogado de Flávio se encontra com Bolsonaro no Alvorada",https://www1.folha.uol.com.br/poder/2019/09/fora-da-agenda-advogado-de-flavio-se-encontra-com-bolsonaro-no-alvorada.shtml,2019-09-21,2019-09,Sim,72,4,56,2
O Globo,"Fora da agenda, Bolsonaro recebe advogado de Flávio",https://oglobo.globo.com/brasil/fora-da-agenda-bolsonaro-recebe-advogado-de-flavio-23965467,2019-09-21,2019-09,Sim,51,4,35,2
Valor,Flávio Bolsonaro recorre outra vez ao STF para suspender investigação,https://valor.globo.com/politica/noticia/2019/09/20/flavio-bolsonaro-recorre-outra-vez-ao-stf-para-suspender-investigacao.ghtml,2019-09-21,2019-09,Sim,69,6,53,4
O Globo,"De volta ao Brasil, Flávio Bolsonaro se reunirá com deputados do PSL para reforçar ruptura com Witzel",https://oglobo.globo.com/rio/de-volta-ao-brasil-flavio-bolsonaro-se-reunira-com-deputados-do-psl-para-reforcar-ruptura-com-witzel-23972060,2019-09-25,2019-09,Sim,101,2,85,0
O Globo,Desfiliação de políticos do PSL que ficarem no governo do Rio é revista por Flávio Bolsonaro; senador chama Witzel de 'Ingrato',https://oglobo.globo.com/rio/desfiliacao-de-politicos-do-psl-que-ficarem-no-governo-do-rio-revista-por-flavio-bolsonaro-senador-chama-witzel-de-ingrato-23975255,2019-09-26,2019-09,Sim,127,11,111,9
Folha,"Sob Flávio Bolsonaro, PSL deixa base de Witzel mas libera filiados a manterem cargos",https://www1.folha.uol.com.br/poder/2019/09/sob-flavio-bolsonaro-psl-deixa-base-de-witzel-mas-libera-filiados-a-manterem-cargos.shtml,2019-09-27,2019-09,Sim,84,3,68,1
O Globo,"Em reunião, Flávio Bolsonaro fala em 'independência' em relação a Witzel e cita prefeituras prioritárias para o PSL em 2020",https://oglobo.globo.com/rio/em-reuniao-flavio-bolsonaro-fala-em-independencia-em-relacao-witzel-cita-prefeituras-prioritarias-para-psl-em-2020-23979264,2019-09-27,2019-09,Sim,123,2,107,0
O Globo,Flávio Bolsonaro fala em 'independência' em relação a Witzel e cita prefeituras prioritárias para o PSL em 2020,https://oglobo.globo.com/rio/flavio-bolsonaro-fala-em-independencia-em-relacao-witzel-cita-prefeituras-prioritarias-para-psl-em-2020-23979264,2019-09-27,2019-09,Sim,111,6,95,4
O Globo,Gilmar atende a pedido de Flávio Bolsonaro e suspende todas as ações do caso Queiroz no MP e no TJ do Rio,https://oglobo.globo.com/brasil/gilmar-atende-pedido-de-flavio-bolsonaro-suspende-todas-as-acoes-do-caso-queiroz-no-mp-no-tj-do-rio-23986628,2019-09-30,2019-09,Sim,105,6,89,4
Veja,Gilmar suspende processos que miram Flávio Bolsonaro no caso Queiroz,https://veja.abril.com.br/politica/gilmar-suspende-processos-que-miram-flavio-bolsonaro-no-caso-queiroz/,2019-09-30,2019-09,Sim,68,6,52,4
Folha,Gilmar atende a pedido de Flávio Bolsonaro e suspende tramitações relativas ao caso Queiroz,https://www1.folha.uol.com.br/poder/2019/10/gilmar-atende-a-pedido-de-flavio-bolsonaro-e-suspende-tramitacoes-relativas-ao-caso-queiroz.shtml,2019-10-01,2019-10,Sim,91,6,75,4
O Globo,O essencial da manhã: Gilmar suspende investigações sobre Flávio Bolsonaro,https://oglobo.globo.com/brasil/o-essencial-da-manha-gilmar-suspende-investigacoes-sobre-flavio-bolsonaro-23986691,2019-10-01,2019-10,Sim,74,1,58,-1
O Globo,Flávio Bolsonaro votou para derrubar quatro vetos do abuso de autoridade,https://epoca.globo.com/guilherme-amado/flavio-bolsonaro-votou-para-derrubar-quatro-vetos-do-abuso-de-autoridade-23986695,2019-10-01,2019-10,Sim,72,6,56,4
O Globo,"Deputado do PSL lança nome contra Amorim para prefeitura; 'Partido decidirá em conjunto', diz Flávio Bolsonaro",https://oglobo.globo.com/rio/deputado-do-psl-lanca-nome-contra-amorim-para-prefeitura-partido-decidira-em-conjunto-diz-flavio-bolsonaro-23988274,2019-10-01,2019-10,Sim,110,8,94,6
Valor,Gilmar atende pedido de Flávio Bolsonaro e suspende caso Queiroz,https://valor.globo.com/politica/noticia/2019/10/01/gilmar-atende-pedido-de-flavio-bolsonaro-e-suspende-caso-queiroz.ghtml,2019-10-01,2019-10,Sim,64,6,48,4
Congresso em Foco,Gilmar Mendes suspende investigações contra Flávio Bolsonaro no caso Queiroz,https://congressoemfoco.uol.com.br/corrupcao/gilmar-mendes-suspende-investigacoes-contra-flavio-bolsonaro-no-caso-queiroz/,2019-10-01,2019-10,Sim,76,6,60,4
O Globo,Defesa de Flavio Bolsonaro desiste de pedido de anulação do caso Queiroz no TJ-RJ,https://oglobo.globo.com/brasil/defesa-de-flavio-bolsonaro-desiste-de-pedido-de-anulacao-do-caso-queiroz-no-tj-rj-23987357,2019-10-01,2019-10,Sim,81,6,65,4
R7,Advogado de Flávio representará Bolsonaro no caso Adélio</a,http://noticias.r7.com/brasil/advogado-de-flavio-representara-bolsonaro-no-caso-adelio-30092019,2019-10-01,2019-10,Sim,59,8,43,6
O Globo,Zambelli silencia sobre decisão de Gilmar a favor de Flávio Bolsonaro: 'Prefiro ficar fora disso',https://epoca.globo.com/guilherme-amado/zambelli-silencia-sobre-decisao-de-gilmar-favor-de-flavio-bolsonaro-prefiro-ficar-fora-disso-23991664,2019-10-03,2019-10,Sim,97,8,81,6
Valor,Advogado nega existirem votos garantidos para Flávio no STF,https://valor.globo.com/politica/noticia/2019/10/03/advogado-nega-existirem-votos-garantidos-para-flavio-no-stf.ghtml,2019-10-03,2019-10,Não,59,8,53,7
